conversation_id,tweet_id,text,timestamp,text_clean,cluster_id
conv_1373233,1373238,@AmazonHelp Also I ordered the game on January. Like what the heck is going on here??,2017-10-28T00:42:32+00:00,Also I ordered the game on January. Like what the heck is going on here??,10
conv_902442,902442,What sort of numpty attempts to a business address at 6.30 at night? An @AmazonHelp delivery driver that's who!,2017-10-13T18:48:21+00:00,What sort of numpty attempts to a business address at 6.30 at night? An delivery driver that's who!,14
conv_1315514,1315512,@AmazonHelp Here is the order number: 112-0051262-7417002. The item was for pre-order. Cancelled it; thought will buy near Christmas. Not anymore.,2017-10-27T11:06:56+00:00,Here is the order number: 112-0051262-7417002. The item was for pre-order. Cancelled it; thought will buy near Christmas. Not anymore.,18
conv_2781825,2781825,"@AmazonHelp besoin de votre aide pour ma commande , ca presse merci",2017-11-21T17:22:47+00:00,"besoin de votre aide pour ma commande , ca presse merci",19
conv_837546,837546,"@AmazonHelp @115850  Planning to buy amazon echo in sale tomorrow. Please resend a invite soon 😞
DM'd the gmail id",2017-10-13T09:47:46+00:00,Planning to buy amazon echo in sale tomorrow. Please resend a invite soon 😞 DM'd the gmail id,1
conv_2550273,2550274,"@AmazonHelp Estimated delivery date was 26-28th, then 28-30, now 30-31. Why give an est. dlvry dte if you are just going to change it at yr whim &amp; fancy",2017-10-30T14:29:59+00:00,"Estimated delivery date was 26-28th, then 28-30, now 30-31. Why give an est. dlvry dte if you are just going to change it at yr whim &amp; fancy",14
conv_297372,297374,@AmazonHelp Do you have a live chat? :),2017-10-06T19:15:32+00:00,Do you have a live chat? :),10
conv_972856,972855,@115821 @AmazonHelp मोबाइल नंबर है 7985530972 जिसके द्वारा डिलीवरी दी गई ।,2017-10-19T05:35:30+00:00,मोबाइल नंबर है 7985530972 जिसके द्वारा डिलीवरी दी गई ।,10
conv_17908,17907,@AmazonHelp Thanks!,2017-11-01T05:20:01+00:00,Thanks!,2
conv_1127958,1127952,@AmazonHelp Yes I had already.. 3 days ago..,2017-10-24T11:04:41+00:00,Yes I had already.. 3 days ago..,10
conv_286268,286267,@AmazonHelp I've already done all of that. It hasn't been left anywhere else .The carrier is Amazon shipping I've sent an email to customer services too,2017-10-06T14:42:37+00:00,I've already done all of that. It hasn't been left anywhere else .The carrier is Amazon shipping I've sent an email to customer services too,16
conv_643760,801602,"@AmazonHelp I have replied, had a chat with your representative.lost in transit is the new response. I pity your organisation. Can't even give a reason",2017-10-13T03:56:22+00:00,"I have replied, had a chat with your representative.lost in transit is the new response. I pity your organisation. Can't even give a reason",10
conv_1006612,1006612,Hey @AmazonHelp remember when I complained about excessive packaging last time? Guess what I received today... https://t.co/Ve3C4GcQzT,2017-10-14T13:23:55+00:00,Hey remember when I complained about excessive packaging last time? Guess what I received today...,10
conv_764782,764782,@AmazonHelp got my sister a gift and it's the wrong item I order now what,2017-10-11T21:52:24+00:00,got my sister a gift and it's the wrong item I order now what,18
conv_583518,583517,@AmazonHelp I don't find these contests there even though the announcement dates passed..,2017-12-03T14:00:47+00:00,I don't find these contests there even though the announcement dates passed..,10
conv_579890,579890,"@AmazonHelp ordered a product from the Amazon app on July 16th with an expected arrival date of August 16th, but the product has not arrived",2017-09-28T17:00:17+00:00,"ordered a product from the Amazon app on July 16th with an expected arrival date of August 16th, but the product has not arrived",17
conv_781235,781237,@AmazonHelp It now says arriving Tuesday! That's the normal release day! I'll contact live chat but i'm anticipating a £5 off which doesn't help.,2017-10-13T06:03:24+00:00,It now says arriving Tuesday! That's the normal release day! I'll contact live chat but i'm anticipating a £5 off which doesn't help.,3
conv_1532191,1532191,"I’ve been sat waiting all day for a package that said it would be here before 8pm, you have 11 minuets Amazon, 11 minuets @AmazonHelp",2017-11-03T19:50:05+00:00,"I’ve been sat waiting all day for a package that said it would be here before 8pm, you have 11 minuets Amazon, 11 minuets",10
conv_949628,949628,@116875 @AmazonHelp Van 3 veces que me cancelan el mismo pedido. Que decepción me merecen esta vez. Compraré en otra parte como insisten. https://t.co/NlTX3TkaWc,2017-10-21T19:51:16+00:00,Van 3 veces que me cancelan el mismo pedido. Que decepción me merecen esta vez. Compraré en otra parte como insisten.,7
conv_585813,585813,@115821 @AmazonHelp was supposed to deliver an iPhone to my kid 2day.Tracking shows we received it! We haven't.Customer care refuses to help,2017-12-03T14:34:45+00:00,was supposed to deliver an iPhone to my kid 2day.Tracking shows we received it! We haven't.Customer care refuses to help,3
conv_236653,236655,@AmazonHelp I just got offered a refund but I’d rather just have the refund in a gift card instead of having to wait 30 days,2017-10-05T14:55:23+00:00,I just got offered a refund but I’d rather just have the refund in a gift card instead of having to wait 30 days,12
conv_1250238,1250234,@AmazonHelp it kinda sucks to think you just have to provide the valid student ID and you have Prime and then find out you have to show enrolment,2017-10-16T05:15:13+00:00,it kinda sucks to think you just have to provide the valid student ID and you have Prime and then find out you have to show enrolment,5
conv_2714680,2714679,"@AmazonHelp @119356 Had escalated the issue thrice, they agreed that mistake is at thr end but nt refunding the amount. Cud u pls escalate from ur end? Reference Order#408-7048632-9893139",2017-11-18T10:08:36+00:00,"Had escalated the issue thrice, they agreed that mistake is at thr end but nt refunding the amount. Cud u pls escalate from ur end? Reference Order#408-7048632-9893139",18
conv_534958,534956,"@AmazonHelp Je croyais qu'il fallait le signaler ici , c'est pour ça que je vous ai fait un tweet, vous ne pouvez pas le faire remonter si je vous donne le numéro de commande ?",2017-12-02T12:39:13+00:00,"Je croyais qu'il fallait le signaler ici , c'est pour ça que je vous ai fait un tweet, vous ne pouvez pas le faire remonter si je vous donne le numéro de commande ?",19
conv_1275070,1275070,"@AmazonHelp I tried watching an episode but it says it's ""currently unavailable in your area."" Is the problem w/ y'all or my internet?",2017-10-26T15:24:08+00:00,"I tried watching an episode but it says it's ""currently unavailable in your area."" Is the problem w/ y'all or my internet?",10
conv_2744191,2744191,@AmazonHelp I just ordered one item. Attached is my order confirmation and bank statement. What's that £1 for? https://t.co/kFlSsXCHS2,2017-11-20T18:59:19+00:00,I just ordered one item. Attached is my order confirmation and bank statement. What's that £1 for?,18
conv_2917158,2917151,@AmazonHelp plus had to return something and was asked to pay for the shipping costs.,2017-11-29T00:20:55+00:00,plus had to return something and was asked to pay for the shipping costs.,10
conv_2176382,2176382,Gutted to find @amazonhelp @126705 have not delivered my copy of Nigel Slater's new book but taken back to depot in spite of safe place,2017-10-19T12:07:09+00:00,Gutted to find have not delivered my copy of Nigel Slater's new book but taken back to depot in spite of safe place,4
conv_1694582,1694581,@AmazonHelp Ja letzte Woche war es auch so und nach einer Woche meintet ihr dann das @122924 mein Paket zerstört hätte ... hab nur Probleme mit euch,2017-10-17T18:22:48+00:00,Ja letzte Woche war es auch so und nach einer Woche meintet ihr dann das mein Paket zerstört hätte ... hab nur Probleme mit euch,10
conv_946601,946607,@AmazonHelp Hi team no1 help me in my prblms from ur team.ur internal teams behaves nt well. I m from seller side nd need help from u on urgent basis.,2017-10-25T13:35:39+00:00,Hi team no1 help me in my prblms from ur team.ur internal teams behaves nt well. I m from seller side nd need help from u on urgent basis.,3
conv_740448,740447,@AmazonHelp Thank you. Please save your generic cut and paste responses and try some actual customer service. You're already sending me my 3rd TV.,2017-10-11T15:37:33+00:00,Thank you. Please save your generic cut and paste responses and try some actual customer service. You're already sending me my 3rd TV.,11
conv_2265497,2265497,@AmazonHelp purchase prime products - next day delivery then says 4-5 days later - could have purchased elsewhere !!!!,2017-11-11T05:20:35+00:00,purchase prime products - next day delivery then says 4-5 days later - could have purchased elsewhere !!!!,14
conv_2822408,2822407,@AmazonHelp I'll try contact to your toll free number but it's doesn't exist,2017-11-27T08:01:46+00:00,I'll try contact to your toll free number but it's doesn't exist,10
conv_2304430,2304429,@AmazonHelp I contacted Amazon customer services yesterday to check what was happening and was told “Please be assured that you'll receive the order tomorrow without fail.” Unless it turns up soon I’m guessing @116324 did fail.,2017-11-12T20:32:16+00:00,I contacted Amazon customer services yesterday to check what was happening and was told “Please be assured that you'll receive the order tomorrow without fail.” Unless it turns up soon I’m guessing did fail.,8
conv_546335,546335,"@AmazonHelp 
Hola, mi pedido del 24 de Noviembre no ha llegado aún, me apareció una notificación de mal tiempo pero aún así tiene ya un retraso. ¿Qué puedo hacer?",2017-12-02T17:39:21+00:00,"Hola, mi pedido del 24 de Noviembre no ha llegado aún, me apareció una notificación de mal tiempo pero aún así tiene ya un retraso. ¿Qué puedo hacer?",7
conv_2405179,2405179,"@AmazonHelp Hi there, am I able to transfer my UK Prime account to IRL?",2017-11-14T14:33:21+00:00,"Hi there, am I able to transfer my UK Prime account to IRL?",6
conv_429043,429045,"@AmazonHelp Si, vendido y enviado por amazon",2017-10-10T14:18:49+00:00,"Si, vendido y enviado por amazon",1
conv_2464836,2464834,"@AmazonHelp So, I did sign in using other methods. But I'd prefer if the temporary code method was available. It's also more secure.",2017-10-29T20:53:08+00:00,"So, I did sign in using other methods. But I'd prefer if the temporary code method was available. It's also more secure.",8
conv_1230273,1230272,@AmazonHelp That they was both to be refunded. The 7.99£ has apparently due to be refunded &amp; the 79.99£ hasn’t been confirmed in a email,2017-10-25T20:53:34+00:00,That they was both to be refunded. The 7.99£ has apparently due to be refunded &amp; the 79.99£ hasn’t been confirmed in a email,16
conv_306931,306930,@AmazonHelp no me ha llego nada 😅,2017-10-06T23:36:34+00:00,no me ha llego nada 😅,10
conv_1127260,1127250,@AmazonHelp You’re the sixth amazon representative to use that same sentence with me today,2017-10-24T10:38:17+00:00,You’re the sixth amazon representative to use that same sentence with me today,1
conv_821210,821211,@AmazonHelp I've repeatedly complained about this driver. No action was taken. Today he and another guy attacked me on CCTV and in front of witnesses.,2017-10-12T22:39:22+00:00,I've repeatedly complained about this driver. No action was taken. Today he and another guy attacked me on CCTV and in front of witnesses.,10
conv_528244,528244,"for the first time and i expect you will take expedite action to look into this conundrum.If you need the name and contact number of that particular agent i will share it with you and my account details as well.
 @AmazonHelp (2)",2017-12-02T08:32:09+00:00,for the first time and i expect you will take expedite action to look into this conundrum.If you need the name and contact number of that particular agent i will share it with you and my account details as well. (2),6
conv_2292124,2292124,@AmazonHelp hi i have prime membership but everything i look at is for delivery on Wednesday when it used to be next day?,2017-11-26T16:07:47+00:00,hi i have prime membership but everything i look at is for delivery on Wednesday when it used to be next day?,5
