conversation_id,cluster_id,message_count,predicted_intent,prediction_method,first_customer_message,transcript,corrected_intent,entities,resolution,notes,annotator_id
conv_947697,12,3,delivery_issue,keyword,@AmazonHelp Just wanna ask what takes over 7 hours to get my package to my house. Out for delivery at 7:53 am. 3:30 and its still not here.,"[2017-10-21T19:29:56] CUSTOMER: @AmazonHelp Just wanna ask what takes over 7 hours to get my package to my house. Out for delivery at 7:53 am. 3:30 and its still not here.
[2017-10-21T19:37:00] SUPPORT: @344742 This will depend on the carrier, some make deliveries up to 8:00 PM. Please let us know if it doesn't arrive as expected! ^JR
[2017-10-21T19:40:39] CUSTOMER: @AmazonHelp Well it just got here 10 minutes after I tweet. curse my timing. Oh well, its here and thats all that matters",delivery_issue,,unclear,,
conv_2474837,7,16,non_english,keyword,"@amazonhelp N° DE COMMANDE
403-2059726-1373119 impossible d'avoir la facture","[2017-11-15T13:22:16] CUSTOMER: @amazonhelp N° DE COMMANDE
403-2059726-1373119 impossible d'avoir la facture
[2017-11-15T13:24:44] SUPPORT: @707537 Bonjour, navrée d'apprendre cela. L'avez-vous signalé à notre service client s'il vous plaît? ^SA
[2017-11-15T13:25:12] CUSTOMER: @AmazonHelp idem que l'autre demande
[2017-11-15T13:30:34] CUSTOMER: @AmazonHelp acheter sur amazon Vendu par : BST Moto
[2017-11-15T13:37:00] SUPPORT: @707537 c'est de sa responsabilité de vous fournir une facture.^FT
[20",non_english,{'order_id': '403-2059726-1373119'},unclear,,
conv_2859792,7,4,non_english,keyword,"@116875 @AmazonHelp  Que puedo hacer para solucionar este error ya intente varias veces y sale lo mismo, revise el método de pago y todo está en orden, mi tarjeta está activa https://t.co/kLE8w36ptq","[2017-11-27T22:38:10] CUSTOMER: @116875 @AmazonHelp  Que puedo hacer para solucionar este error ya intente varias veces y sale lo mismo, revise el método de pago y todo está en orden, mi tarjeta está activa https://t.co/kLE8w36ptq
[2017-11-27T22:41:27] SUPPORT: @794700 Hola Bertie, ¿has revisado que tu tarjeta sea uno de los métodos de pago aceptados? https://t.co/EYO4Q3dro3 ^JD
[2017-11-27T22:46:58] CUSTOMER: @AmazonHelp Si, hace una semana hice otra compra con la misma tarjeta y todo salió bie",non_english,,unclear,,
conv_243227,1,11,non_english,cluster_hint,"@AmazonHelp it had my daughter's sleep sack, and it's effecting our whole family's sleep😔 (2/2)","[2017-10-05T14:22:25] CUSTOMER: @AmazonHelp it had my daughter's sleep sack, and it's effecting our whole family's sleep😔 (2/2)
[2017-10-05T14:27:00] SUPPORT: @173754 I am very sorry for the troubles, Marley! Have you tried these steps: https://t.co/Y4hwXoNXVw to locate the delivery? ^FR
[2017-10-05T14:33:37] CUSTOMER: @AmazonHelp This is what it says when I track the package. Does this mean it's at the post office? I need ASAP before we leave for a trip. https://t.co/fiBCQTvIos
[2017-10-05T14:4",non_english,,unclear,,
conv_622551,12,7,delivery_issue,keyword,"When you come home to an absolutely sodden, ruined parcel. I’m actually fuming @AmazonHelp 😡😡😡😡😡😡😡😡 https://t.co/VgTMe0m8Aq","[2017-11-21T19:57:56] CUSTOMER: When you come home to an absolutely sodden, ruined parcel. I’m actually fuming @AmazonHelp 😡😡😡😡😡😡😡😡 https://t.co/VgTMe0m8Aq
[2017-11-21T20:02:00] SUPPORT: @267760 I'm terribly sorry for the condition of your parcel, Kelly! We can look into the available refund/replace options and leave carrier feedback for you here: https://t.co/JzP7hlA23B. ^WJ
[2017-11-21T20:06:33] CUSTOMER: @AmazonHelp How can I return it-I have nothing to return it in? The box is so wet it is c",delivery_issue,{'product': 'Prime'},unclear,,
conv_332371,18,5,delivery_issue,keyword,"@AmazonHelp @122232 ...today &amp; the 10th. The way we find out, by checking package tracker. No information has been forthcoming....","[2017-10-07T19:07:44] CUSTOMER: @AmazonHelp @122232 ...today &amp; the 10th. The way we find out, by checking package tracker. No information has been forthcoming....
[2017-10-07T19:10:03] SUPPORT: @192913 Sorry for the delay! Reach us here: https://t.co/JzP7hlA23B for options of your order doesn't arrive by the 10th. ^EZ
[2017-10-07T19:12:27] CUSTOMER: @AmazonHelp That apology is next to useless, shouldn't you be asking me for order details &amp; finding out why you, your supplier &amp; courier",delivery_issue,,unclear,,
conv_2973871,18,2,delivery_issue,keyword,"@AmazonHelp @115821 #primefail : when your order is guaranteed to arrive on the Wed. before the holiday, but arrives days late, after you’ve already left town. Added bonus: your other order is now del","[2017-11-30T01:57:31] CUSTOMER: @AmazonHelp @115821 #primefail : when your order is guaranteed to arrive on the Wed. before the holiday, but arrives days late, after you’ve already left town. Added bonus: your other order is now delayed another week. Ordered 11/19, delivery 12/6. I’ll take my $99 back, thanks.
[2017-11-30T02:03:00] SUPPORT: @820176 I'm sorry for the ongoing trouble with your deliveries! Have you had a chance to contact us directly about this: https://t.co/hApLpMlfHN? If so, what",delivery_issue,{'product': 'Prime'},unclear,,
conv_1072536,17,6,non_english,keyword,@AmazonHelp Hey guys.. Cloud Sync never finishes syncing. Issue has persisted for months on and off. Desktop app needs an upgrade. https://t.co/leiUfFz5TW,"[2017-10-23T16:13:02] CUSTOMER: @AmazonHelp Hey guys.. Cloud Sync never finishes syncing. Issue has persisted for months on and off. Desktop app needs an upgrade. https://t.co/leiUfFz5TW
[2017-10-23T16:27:50] SUPPORT: @367874 Oh no! I'm sorry for the troubles. Let's look into some live troubleshooting here: https://t.co/hApLpMlfHN ^TG
[2017-10-23T16:29:24] CUSTOMER: @AmazonHelp With all respect, guys. I've done this with you a few times. I get directed to call, then get the same steps each time.",non_english,,unclear,,
conv_1310281,3,8,billing_payment,keyword,"What the Hell @115821, close my account and then ask me to fax you proof. Here in Africa FAX has been sent to the history pages @AmazonHelp","[2017-10-16T10:44:35] CUSTOMER: What the Hell @115821, close my account and then ask me to fax you proof. Here in Africa FAX has been sent to the history pages @AmazonHelp
[2017-10-16T10:51:00] SUPPORT: @426194 Hi there- Have you looked into online fax options? ^NV
[2017-10-16T10:51:47] CUSTOMER: @AmazonHelp What is an email for?
[2017-10-16T10:53:37] CUSTOMER: @AmazonHelp How about being clever with your remarks give me an email address I can use so you can assist a client!
[2017-10-16T10:55:42",billing_payment,,unclear,,
conv_15268,2,3,escalation_needed,keyword,.@115850 @AmazonHelp thanks for no replies whatsoever on my complaint.an you please tell me what more should I do? @119351 @1015,"[2017-11-01T02:53:53] CUSTOMER: .@115850 @AmazonHelp thanks for no replies whatsoever on my complaint.an you please tell me what more should I do? @119351 @1015
[2017-11-01T03:09:00] SUPPORT: @119350 Apologies for the trouble with the delivery of the order. I'd like to take a closer look at this. ^AK (1/2)
[2017-11-01T03:11:00] SUPPORT: @119350 Please fill in your details using the link: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK (2/2)",escalation_needed,,unclear,,
conv_1517781,0,4,delivery_issue,cluster_hint,@AmazonHelp Whats the update on my Xbox One X Project Scorpio preorder. Am I not getting it. @115786 .,"[2017-11-03T19:05:00] CUSTOMER: @AmazonHelp Whats the update on my Xbox One X Project Scorpio preorder. Am I not getting it. @115786 .
[2017-11-03T19:18:00] SUPPORT: @472131 Hi. What date does your order show for delivery? You can check here: https://t.co/Y5jpI9gRhE Let us know! ^DA
[2017-11-03T20:33:10] CUSTOMER: @AmazonHelp  https://t.co/BrGR23Rrza
[2017-11-04T21:22:31] CUSTOMER: @AmazonHelp @AmazonHelp Cant believe that my friends order the same item at the same time as me &amp; they already ",delivery_issue,,unclear,,
conv_273850,1,2,billing_payment,keyword,@AmazonHelp I hv ordered one item by using amazon pay balance. But i hvn't received my 15% cashback. Plz solve my prblm,"[2017-10-06T04:27:04] CUSTOMER: @AmazonHelp I hv ordered one item by using amazon pay balance. But i hvn't received my 15% cashback. Plz solve my prblm
[2017-10-06T05:12:15] SUPPORT: @158512 Kindly request you to connect us via this link here https://t.co/1kO8zFpPxW and we'll reach out to you soon. ^VM",billing_payment,,unclear,,
conv_1544553,10,13,billing_payment,keyword,"@AmazonHelp 
Very disappointing","[2017-11-04T05:18:58] CUSTOMER: @AmazonHelp 
Very disappointing
[2017-11-04T05:25:22] SUPPORT: @478415 Hello! Please make sure to check your DMs response for your original request for assistance. ^RM
[2017-11-04T05:28:54] CUSTOMER: @AmazonHelp I have ordered Samsung galaxy tab E for £139.
I did not receive my good and it says it's been delivered. and is not been delivered.
[2017-11-04T05:52:52] CUSTOMER: @AmazonHelp Not doing anything to investigate. Not responding to my complaint. disgusting.
[",billing_payment,,unclear,,
conv_2290516,10,2,delivery_issue,keyword,"@AmazonHelp No worse feeling than when a package says 'arriving today by 8pm' and it hasn't shipped yet.
Also spoke to a representative yesterday who guaranteed it'd be here today, but they also asked","[2017-11-12T08:06:46] CUSTOMER: @AmazonHelp No worse feeling than when a package says 'arriving today by 8pm' and it hasn't shipped yet.
Also spoke to a representative yesterday who guaranteed it'd be here today, but they also asked for my age after I told them my name, which was kind of offensive.
[2017-11-12T08:09:24] SUPPORT: @665346 Hi Samantha- Has the tracking updated for you? Have you received any updates regarding this order? Apologizes for any offensive caused when you spoke with us. ^N",delivery_issue,,unclear,,
conv_2289166,2,19,delivery_issue,keyword,"@115821 @AmazonHelp same-day guaranteed delivery turned into delivery expected over next 3 days.... not how any order should be treated, let alone a $600 order. Thanks for making me wait around all da","[2017-11-12T04:38:59] CUSTOMER: @115821 @AmazonHelp same-day guaranteed delivery turned into delivery expected over next 3 days.... not how any order should be treated, let alone a $600 order. Thanks for making me wait around all day for an order that would never be delivered or explaining why it's delayed
[2017-11-12T04:41:09] CUSTOMER: @115821 @AmazonHelp btw, chat support tried to give me a 5$ credit and told me to call the courier myself to figure out where my delivery is..... pretty sure th",delivery_issue,,unclear,,
conv_2322602,15,3,billing_payment,keyword,Finally got my screen protector for my S8+ from @115821 but unfortunately it was completely destroyed and ripped to pieces. @AmazonHelp https://t.co/8sAoabWo4T,"[2017-10-19T23:57:38] CUSTOMER: Finally got my screen protector for my S8+ from @115821 but unfortunately it was completely destroyed and ripped to pieces. @AmazonHelp https://t.co/8sAoabWo4T
[2017-10-20T00:09:29] SUPPORT: @673004 Sorry your package arrived like this! Was it shipped by Amazon or a third-party seller seen here: https://t.co/hApLpMlfHN? ^JM
[2017-10-20T00:10:58] CUSTOMER: @AmazonHelp 3rd party seller. I got it resolved thank you.",billing_payment,,unclear,,
conv_1365488,17,7,technical_app,keyword,@AmazonHelp Can someone help me with an issue with a brand new Fire TV I received today?,"[2017-10-27T21:30:06] CUSTOMER: @AmazonHelp Can someone help me with an issue with a brand new Fire TV I received today?
[2017-10-27T21:37:11] SUPPORT: @437913 We sure can! Without providing any personal account information, let us know what's going on. We'd be more than happy to help!^SA
[2017-10-27T21:50:56] CUSTOMER: @AmazonHelp Apps don't load. Main screen My apps is blank. I hold home button, go to the apps page and it's blank with a spinning wheel.
[2017-10-27T22:00:49] SUPPORT: @437913 I ",technical_app,{'product': 'Fire TV'},unclear,,
conv_842114,8,8,non_english,keyword,"@AmazonHelp I'm using apple IOS 11 in that Amazon app is nt rotating (🔄) orientation , i have checked with apple no issue frm they side 🙏","[2017-10-20T13:12:29] CUSTOMER: @AmazonHelp I'm using apple IOS 11 in that Amazon app is nt rotating (🔄) orientation , i have checked with apple no issue frm they side 🙏
[2017-10-20T13:28:31] SUPPORT: @126369 Have you tried restarting the device? ^HA
[2017-10-20T13:32:07] CUSTOMER: @AmazonHelp Yes did every thing no use. Till yesterday was working fine. Pls do nedd full &amp; update me the status 🙏
[2017-10-20T13:58:26] SUPPORT: @126369 Dinesh, please delete the cookies and try uninstalling and ",non_english,,unclear,,
conv_1314594,11,4,escalation_needed,cluster_hint,@AmazonHelp I am slightly frustrated with the availed service.please contact me I have an issue.,"[2017-10-27T07:08:44] CUSTOMER: @AmazonHelp I am slightly frustrated with the availed service.please contact me I have an issue.
[2017-10-27T07:09:39] CUSTOMER: @AmazonHelp @AmazonHelp I am slightly frustrated with the availed service.please contact me I have an https://t.co/ErnXF2lDKT number 9020209088
[2017-10-27T07:25:24] SUPPORT: @427120 We'd like to help, however this being a public platform we are unable to arrange a callback for you over Twitter. 1/2 ^AB
[2017-10-27T07:25:49] SUPPORT: @42",escalation_needed,,unclear,,
conv_1433949,8,4,billing_payment,keyword,"@AmazonHelp left this card, did not ask for anything to be left in blue bin! Nothing in there!! Please assist https://t.co/pstku7GDIk","[2017-10-16T17:53:30] CUSTOMER: @AmazonHelp left this card, did not ask for anything to be left in blue bin! Nothing in there!! Please assist https://t.co/pstku7GDIk
[2017-10-16T18:35:00] SUPPORT: @452945 I'm sorry to see this, Beth! We'd like to get this escalated. When you have time, ring us here: https://t.co/JzP7hlA23B ^HC
[2017-10-16T20:16:49] CUSTOMER: @AmazonHelp Thank you for your quick response, will call tomorrow
[2017-10-16T20:19:30] SUPPORT: @452945 You're more than welcome, Beth! Le",billing_payment,,unclear,,
conv_785072,11,2,billing_payment,keyword,@AmazonHelp need a call back regarding Customer service issue. @115850,"[2017-10-12T08:07:45] CUSTOMER: @AmazonHelp need a call back regarding Customer service issue. @115850
[2017-10-12T08:41:30] SUPPORT: @307346 Please get in touch with us here: https://t.co/vlvfJr4nN9 and we'll be glad to help you. ^AU",billing_payment,,unclear,,
conv_1424702,5,2,billing_payment,keyword,@AmazonHelp this is what I prime for really??? Only just updated - terrible!!!!! https://t.co/9ULRuOvEvq,"[2017-10-28T19:58:23] CUSTOMER: @AmazonHelp this is what I prime for really??? Only just updated - terrible!!!!! https://t.co/9ULRuOvEvq
[2017-10-28T20:17:14] SUPPORT: @448466 I'm sorry it hasn't been delivered! Unforeseen circumstances may cause delays. Please let us know if it doesn't arrive. ^SJ",billing_payment,{'product': 'Prime'},unclear,,
